7.873319801292824232e-13 2.633299391601289863e-13 3.041262962783444061e-13 1.175567526980780451e-13 7.606827174796070137e-14
8.231843101012231743e-13 2.734050075663859890e-13 3.169253561347384994e-13 1.220075045837604749e-13 7.910763114953284500e-14
8.620552408252935693e-13 2.843048318055096116e-13 3.307874096535910033e-13 1.268235578588622443e-13 8.239856125663193445e-14
9.043136933899820810e-13 2.961295949857423424e-13 3.458419241641646055e-13 1.320493472198743412e-13 8.597171258201448845e-14
9.503877367201751332e-13 3.089955139526987222e-13 3.622391019369564094e-13 1.377364223884505610e-13 8.986264565378115244e-14
1.000776391658183865e-12 3.230380373580322828e-13 3.801540168219733074e-13 1.439448674966254306e-13 9.411281065293638606e-14
1.056064276295284352e-12 3.384158133705715388e-13 3.997917464701697652e-13 1.507450620770550566e-13 9.877076283145457898e-14
1.116939900114157617e-12 3.553156457711946264e-13 4.213937831001098482e-13 1.582198807479642634e-13 1.038936807243833462e-13
1.184218681414055222e-12 3.739587294689398664e-13 4.452460992943532084e-13 1.664674607717742027e-13 1.095492763183726890e-13
1.258872130795691935e-12 3.946085562356689812e-13 4.716893743595089880e-13 1.756047109456510382e-13 1.158182169017180710e-13
1.342065157045959781e-12 4.175810205610868654e-13 5.011320667297147403e-13 1.857717970249672315e-13 1.227972209374734771e-13
1.435204175898052755e-12 4.432574516701913170e-13 5.340672716208212975e-13 1.971379259392857442e-13 1.306030503913441890e-13
1.539999735400717136e-12 4.721015776146169201e-13 5.710946651823539754e-13 2.099088752830404332e-13 1.393777076877760648e-13
1.658548864818970137e-12 5.046818317957430853e-13 6.129493595874362403e-13 2.243368940803264850e-13 1.492952693752348715e-13
1.793444541378791937e-12 5.417010047555831930e-13 6.605402599325175911e-13 2.407338638000970286e-13 1.605709700953371659e-13
1.947922920572840622e-12 5.840361247489907588e-13 7.150016530662649540e-13 2.594889994949474350e-13 1.734734202579881942e-13
2.126063885040643155e-12 6.327927803454755391e-13 7.777634786166836467e-13 2.810929611518225872e-13 1.883412482070146314e-13
2.333068005594327022e-12 6.893801402063148562e-13 8.506483738916747996e-13 3.061711516582260169e-13 2.056060832239109852e-13
2.575644796122017813e-12 7.556161181291107263e-13 9.360077147360679729e-13 3.355303950067221258e-13 2.258247739201394604e-13
2.862565942210561415e-12 8.338772231153853881e-13 1.036915461023938398e-12 3.702254483431556957e-13 2.497252964692792675e-13
3.205467800689997489e-12 9.273159272464999622e-13 1.157449343361141814e-12 4.116554824032325529e-13 2.782733478137358420e-13
3.620038486139416258e-12 1.040182203133278143e-12 1.303106803860980881e-12 4.617067985665263202e-13 3.127708526150216720e-13
4.127811988772989255e-12 1.178309482326740921e-12 1.481433632422123365e-12 5.229685256715608973e-13 3.550048427850866171e-13
4.758944528128563990e-12 1.349866662701648978e-12 1.702996764906575023e-12 5.990664051403595604e-13 4.074778447337954412e-13
5.556623742323418937e-12 1.566552386494720686e-12 1.982929204290219761e-12 6.951928820647822299e-13 4.737737622641917905e-13
6.584272331788401386e-12 1.845546225486017672e-12 2.343454079815524030e-12 8.189731566244740109e-13 5.591556483268294284e-13
7.937683450246103329e-12 2.212795681136055621e-12 2.818136721637542388e-12 9.819241495264836218e-13 6.715727219995676156e-13
9.766135209202733970e-12 2.708735270591970395e-12 3.459282891471098058e-12 1.201992971649999411e-12 8.234124883619308259e-13
