2.464647345621649539e-14 8.773311181054340715e-14 5.517992626867453228e-13 1.698590169384224409e-12
2.447047520443121953e-14 8.886730526669718936e-14 5.641669007006768442e-13 1.737339126751341534e-12
2.520101134287785630e-14 9.123123725248316636e-14 5.784912228359837312e-13 1.779494051726538226e-12
2.663207076101692567e-14 9.443042866869029667e-14 5.929330371210902056e-13 1.822444288315056145e-12
2.736609473775635382e-14 9.670367426757994222e-14 6.059335929554279726e-13 1.863794704215650832e-12
2.717439599226030254e-14 9.790494971207607832e-14 6.189294701552112999e-13 1.905549520524594854e-12
2.744212502308969698e-14 9.982658379217713030e-14 6.340184095217363569e-13 1.950890934694488631e-12
2.884868890032307088e-14 1.031930899910075149e-13 6.503859008789919613e-13 1.998789160017030114e-12
3.016647880976154360e-14 1.063686379041664110e-13 6.656018199552592544e-13 2.045645242912983444e-12
3.029766991411973373e-14 1.080806378031181942e-13 6.797590939173384818e-13 2.091436467962447320e-12
3.017430175846521839e-14 1.096332526136041496e-13 6.954387246561668934e-13 2.139960760974348298e-12
3.123829179057012663e-14 1.127709913798423952e-13 7.133829554956859272e-13 2.192504356415483871e-12
3.297676368203500630e-14 1.166913202303369539e-13 7.311547725720733393e-13 2.245569339688741826e-12
3.372376274825218701e-14 1.193229678968997028e-13 7.472235801058208638e-13 2.296755227863030094e-12
3.348563761414338696e-14 1.208478353728977582e-13 7.636635063608718925e-13 2.349003624779505334e-12
3.400301187120531237e-14 1.234873846309771510e-13 7.827510774890502652e-13 2.405815031619547887e-12
3.582346673945974674e-14 1.277613937509222222e-13 8.030681144281094908e-13 2.465296593556377394e-12
3.730631523404829217e-14 1.315214268635369900e-13 8.218101244244336343e-13 2.523255670611346228e-12
3.735987655563576409e-14 1.335460650657243987e-13 8.395859705794531620e-13 2.580395692164881960e-12
3.734989995538131303e-14 1.356920950845809676e-13 8.595376336480867017e-13 2.641381600000955533e-12
3.885055340017302043e-14 1.398278329154611731e-13 8.820532504022219455e-13 2.707034125117885340e-12
4.093832897153621170e-14 1.446139400553490299e-13 9.040025944415509297e-13 2.772817495236821467e-12
4.167831919668955953e-14 1.476795054939994056e-13 9.240093933472315740e-13 2.836502425611315217e-12
4.142039305434486165e-14 1.496726817130262278e-13 9.449271968733367439e-13 2.902186362441399521e-12
4.229619378184189003e-14 1.532778983990172473e-13 9.691266230041943315e-13 2.973578279614610165e-12
4.461944457294974094e-14 1.586766140778742812e-13 9.944118888196821315e-13 3.047663194660338908e-12
4.626643794720479488e-14 1.631297280333415342e-13 1.017638507598677437e-12 3.119691060291263596e-12
4.623604537895532336e-14 1.655820273763317944e-13 1.040126093185052705e-12 3.191378932087945338e-12
4.642821268811803253e-14 1.685619663283279756e-13 1.065606217606739437e-12 3.268318482628105603e-12
4.849340683107642026e-14 1.739798707557335107e-13 1.093920242373290739e-12 3.350588870218549436e-12
5.097434108493405095e-14 1.798089854933509272e-13 1.121154784691480150e-12 3.432470671582436454e-12
