2.106602832410044673e-13 1.586475792824530819e-12 1.013073339326184806e-11 2.048458119146325195e-11 3.012024710290692892e-12 1.387729568083912749e-12
2.133134284737350465e-13 1.607064326492887424e-12 1.026386450271549988e-11 2.073550243465256609e-11 3.036948056671160330e-12 1.402884852666551958e-12
2.160221289071906145e-13 1.628089488550072557e-12 1.039983104374912245e-11 2.099155482482789646e-11 3.062299427194435099e-12 1.418343316426251841e-12
2.187880205431392381e-13 1.649564218626234820e-12 1.053871718182571038e-11 2.125288700241810118e-11 3.088090340802343117e-12 1.434113736811666350e-12
2.216128016537790610e-13 1.671501950694295149e-12 1.068061030010169862e-11 2.151965320260763894e-11 3.114332735049914132e-12 1.450205222495204418e-12
2.244982356960780629e-13 1.693916636262225181e-12 1.082560115043651881e-11 2.179201351512810484e-11 3.141038985166870373e-12 1.466627228789685967e-12
2.274461543883816726e-13 1.716822768858876570e-12 1.097378401282621775e-11 2.207013415843123162e-11 3.168221924161331255e-12 1.483389573919979759e-12
2.304584609597841262e-13 1.740235409897170424e-12 1.112525686380690296e-11 2.235418776916976005e-11 3.195894864032271312e-12 1.500502456204787312e-12
2.335371335835416792e-13 1.764170216004640124e-12 1.128012155441410180e-11 2.264435370798080481e-11 3.224071618162175426e-12 1.517976472207779893e-12
2.366842290066388483e-13 1.788643467918054539e-12 1.143848399832805173e-11 2.294081838264019744e-11 3.252766524966598237e-12 1.535822635921715077e-12
2.399018863885357243e-13 1.813672101046097199e-12 1.160045437088214508e-11 2.324377558973618183e-11 3.281994472883018622e-12 1.554052399053917424e-12
2.431923313631066792e-13 1.839273737811993134e-12 1.176614731966319707e-11 2.355342687609795983e-11 3.311770926787601384e-12 1.572677672486687833e-12
2.465578803388574253e-13 1.865466721896544211e-12 1.193568218748815970e-11 2.386998192130830821e-11 3.342111955935183361e-12 1.591710848991818270e-12
2.500009450536688406e-13 1.892270154511311451e-12 1.210918324860216914e-11 2.419365894273234260e-11 3.373034263525075349e-12 1.611164827284497693e-12
2.535240374015826953e-13 1.919703932841845714e-12 1.228677995900928717e-11 2.452468512460502993e-11 3.404555218003211459e-12 1.631053037508494493e-12
2.571297745505221592e-13 1.947788790811827437e-12 1.246860722191833351e-11 2.486329707284137487e-11 3.436692886219770810e-12 1.651389468251742619e-12
2.608208843713352920e-13 1.976546342330995291e-12 1.265480566936468890e-11 2.520974129736483392e-11 3.469466068570762028e-12 1.672188695199284269e-12
2.646002112001881813e-13 2.005999127202767466e-12 1.284552196115387573e-11 2.556427472389215472e-11 3.502894336262264679e-12 1.693465911539067469e-12
2.684707219581079012e-13 2.036170659881714237e-12 1.304090910236517180e-11 2.592716523727003425e-11 3.536998070847120422e-12 1.715236960245405678e-12
2.724355126534226497e-13 2.067085481286552908e-12 1.324112678075511022e-11 2.629869225862822260e-11 3.571798506195997317e-12 1.737518368375102924e-12
2.764978152949645629e-13 2.098769213891282149e-12 1.344634172551065803e-11 2.667914735880080020e-11 3.607317773077940782e-12 1.760327383522282243e-12
2.806610052462179048e-13 2.131248620335670137e-12 1.365672808892301058e-11 2.706883491066966972e-11 3.643578946540006401e-12 1.783682012590138129e-12
2.849286090531333240e-13 2.164551665816472271e-12 1.387246785268473517e-11 2.746807278330711932e-11 3.680606096291309648e-12 1.807601063051047185e-12
2.893043127810987869e-13 2.198707584543055340e-12 1.409375126065746016e-11 2.787719308103725610e-11 3.718424340314129738e-12 1.832104186881001757e-12
2.937919708996034856e-13 2.233746950565355437e-12 1.432077728011612091e-11 2.829654293080265804e-11 3.757059901943590995e-12 1.857211927370219221e-12
2.983956157564578656e-13 2.269701753308772243e-12 1.455375409364879397e-11 2.872648532151437080e-11 3.796540170678173147e-12 1.882945769029212988e-12
3.031194676870991370e-13 2.306605478179898982e-12 1.479289962408239244e-11 2.916739999938446079e-11 3.836893767006043337e-12 1.909328190828719852e-12
3.079679458085269269e-13 2.344493192639090243e-12 1.503844209501352857e-11 2.961968442359158101e-11 3.878150611557144499e-12 1.936382723032900922e-12
