3.898268612298333064e-14 3.132613536177516965e-14 3.422765449976205344e-14 2.840590130736739141e-15 3.099116823803208804e-15 3.312911798059675531e-14 6.466915345364467765e-15 4.415965916723392662e-15 3.431858962141106771e-14 1.186309755231776354e-14 1.259949325398326889e-14 2.091962790981370248e-15 4.109568946482442827e-15 3.817217604014575239e-15 9.282464512626880530e-15 5.132257417168118692e-15 7.564392768359895357e-14 1.317188520331481603e-14 1.760519496403869717e-14 3.058513963427608513e-14 9.430104090604891433e-15 1.138907248329327719e-14 1.565359538083207888e-14 6.855462544400853269e-14 1.663425236536091139e-14 8.288748076413670445e-14
4.041526150579428200e-14 3.247952990306574409e-14 3.549143246888231474e-14 2.945881158513376088e-15 3.214147809183908381e-15 3.436246034267953349e-14 6.708088632576619256e-15 4.580964344837441996e-15 3.560496851642772492e-14 1.230869728103065260e-14 1.307480434533912517e-14 2.171160365827346170e-15 4.265495774524986185e-15 3.962714175515495449e-15 9.637482196596239694e-15 5.330869002941425625e-15 7.858581702648935441e-14 1.368639763186982569e-14 1.829515162829388200e-14 3.178773748498118306e-14 9.802180368681666889e-15 1.183979463269246333e-14 1.627532244827243477e-14 7.128581677101247986e-14 1.730012397173953064e-14 8.621982131039860178e-14
4.189768431858263514e-14 3.367309865752246309e-14 3.679929708105259797e-14 3.054853178964565778e-15 3.333203390469757586e-15 3.563902690548161317e-14 6.957722635399896570e-15 4.751757490713097309e-15 3.693660890868194426e-14 1.276999481119751746e-14 1.356690304558604858e-14 2.253161086877166621e-15 4.426948992760976156e-15 4.113381899609054191e-15 1.000514436387938592e-14 5.536607029132828471e-15 8.163360125728899434e-14 1.421948248489057791e-14 1.901006721945007223e-14 3.303393249313024690e-14 1.018777608107757923e-14 1.230692633052507495e-14 1.691973902613186795e-14 7.411688452050930422e-14 1.799042358619873993e-14 8.967476671917476130e-14
4.343166179241061679e-14 3.490821771383859114e-14 3.815275875152340140e-14 3.167632348719678486e-15 3.456421520371962893e-15 3.696029979716103231e-14 7.216107530425973922e-15 4.928544146295774498e-15 3.831506424961046507e-14 1.324752909432813929e-14 1.407636614317976845e-14 2.338061326710287253e-15 4.594118680623019500e-15 4.269398802116653963e-15 1.038588664145921069e-14 5.749717695372419949e-15 8.479094340319295375e-14 1.477178294894924265e-14 1.975080687672831391e-14 3.432523723790727480e-14 1.058736074260726812e-14 1.279103796230493565e-14 1.758763463408218375e-14 7.705130728907926068e-14 1.870600326916602735e-14 9.325659934629813463e-14
4.501896118372170173e-14 3.618631151383525696e-14 3.955338092358464355e-14 3.284349248776274737e-15 3.583944987950478137e-15 3.832781306838762839e-14 7.483543655746609760e-15 5.111530062002893820e-15 3.974194233178211116e-14 1.374185792742363076e-14 1.460379057987073222e-14 2.425960823358165028e-15 4.767201553236555438e-15 4.430949120091444862e-15 1.078015984922882738e-14 5.970455778942339830e-15 8.806163407367446042e-14 1.534396460800086092e-14 2.051826586198965903e-14 3.566321695887405989e-14 1.100142021305487052e-14 1.329271976929314949e-14 1.827982627527324816e-14 8.009268476506788739e-14 1.944774474305876782e-14 9.696975063694114754e-14
4.666141200924134605e-14 3.750885465089562104e-14 4.100278203794726370e-14 3.405139048496138173e-15 3.715921597763532347e-15 3.974315461301995645e-14 7.760341886548212746e-15 5.300928203716954284e-15 4.121890729319344105e-14 1.425355864748629539e-14 1.514979419219033978e-14 2.516962803970052620e-15 4.946401205066337533e-15 4.598223529538558335e-15 1.118843055641628947e-14 6.199084947895750258e-15 9.144959611200535022e-14 1.593671625913886743e-14 2.131337065605726860e-14 3.704949147122774741e-14 1.143045729122385267e-14 1.381258256972391016e-14 1.899715943395909383e-14 8.324474212173302512e-14 2.021656046754326350e-14 1.008188065264883495e-13
4.836090837032766192e-14 3.887737374027221717e-14 4.250263758066996731e-14 3.530141676123966161e-15 3.852504356136512093e-15 4.120796816497864166e-14 8.046824025592053653e-15 5.496959019951231304e-15 4.274768170075353113e-14 1.478322885344099117e-14 1.571501648213734226e-14 2.611174113341288834e-15 5.131928363133525958e-15 4.771419382063288425e-15 1.161118165979470128e-14 6.435878086381276036e-15 9.495888942781696273e-14 1.655075076005676963e-14 2.213708009760919883e-14 3.848573715535338779e-14 1.187499233200849793e-14 1.435125850796005844e-14 1.974050911171724087e-14 8.651133458019901847e-14 2.101339475630860230e-14 1.048085130497139573e-13
5.011941137078368183e-14 4.029344936450566597e-14 4.405468221317895187e-14 3.659501996125787382e-15 3.993851664873625765e-15 4.272395537475236255e-14 8.343323209249773035e-15 5.699850719648697742e-15 4.433004871655024461e-14 1.533148715670479221e-14 1.630011941838529442e-14 2.708705347522359710e-15 5.324001150231539672e-15 4.950740950844890032e-15 1.204891298464407290e-14 6.681117632712078960e-15 9.859371601862620441e-14 1.718680590959951076e-14 2.299038656649274953e-14 3.997368902389904354e-14 1.233556388748347978e-14 1.490940183278179030e-14 2.051078090392504114e-14 8.989645214954084866e-14 2.183922493713648127e-14 1.089437821671842523e-13
5.193895163189320161e-14 4.175871809697683002e-14 4.566071198768775799e-14 3.793369993620247122e-15 4.140127522711969034e-15 4.429287796878019777e-14 8.650184329729423555e-15 5.909839561045068613e-15 4.596785435026045829e-14 1.589897396157557507e-14 1.690578826924901709e-14 2.809670992715680465e-15 5.522845358549343415e-15 5.136399686316071301e-15 1.250214190939150239e-14 6.935095930692047325e-15 1.023584251879496747e-13 1.784564536273543123e-14 2.387431721324235785e-14 4.151514286947980760e-14 1.281272937297489895e-14 1.548768970597588472e-14 2.130891211810325001e-14 9.340422455106394280e-14 2.269506255699534198e-14 1.132296978175535040e-13
5.382163190916930041e-14 4.327487460717161753e-14 4.732258665189332957e-14 3.931900966222523459e-15 4.291501734864801963e-15 4.591655999536392362e-14 8.967764474202742050e-15 6.127170152084384785e-15 4.766300980146255112e-14 1.648635227673520897e-14 1.753273246879195179e-14 2.914189569689582254e-15 5.728694734151283035e-15 5.328614481967978800e-15 1.297140401495541928e-14 7.198115594776650905e-15 1.062575189685172729e-13 1.852805958144280139e-14 2.478993523681040810e-14 4.311195749651488489e-14 1.330706575919625672e-14 1.608682304254060701e-14 2.213587293594279604e-14 9.703892633477854538e-14 2.358195463411063633e-14 1.176715222055311920e-13
