7.250000000000000000e+03	4.405135903292315178e-06
7.290080160320640971e+03	4.512648000442939207e-06
7.330160320641282851e+03	4.624231976824939440e-06
7.370240480961923822e+03	4.740127472627158722e-06
7.410320641282564793e+03	4.860591585776368339e-06
7.450400801603206673e+03	4.985900648042996034e-06
7.490480961923847644e+03	5.116352266465368483e-06
7.530561122244488615e+03	5.252267660239886178e-06
7.570641282565130496e+03	5.393994316493374319e-06
7.610721442885771467e+03	5.541908999750231872e-06
7.650801603206412437e+03	5.696421133297442082e-06
7.690881763527054318e+03	5.857976576109446202e-06
7.730961923847695289e+03	6.027061806264846886e-06
7.771042084168337169e+03	6.204208512529009552e-06
7.811122244488978140e+03	6.389998593756286175e-06
7.851202404809619111e+03	6.585069542191445232e-06
7.891282565130260991e+03	6.790120189217468801e-06
7.931362725450901962e+03	7.005916775806302195e-06
7.971442885771542933e+03	7.233299309366910731e-06
8.011523046092184813e+03	7.473188153903512669e-06
8.051603206412825784e+03	7.726590811009163707e-06
8.091683366733466755e+03	7.994608829082465671e-06
8.131763527054108636e+03	8.278444789202755931e-06
8.171843687374749607e+03	8.579409304589680882e-06
8.211923847695390577e+03	8.898927976626043205e-06
8.252004008016032458e+03	9.238548249095927903e-06
8.292084168336674338e+03	9.599946114451068309e-06
8.332164328657314400e+03	9.984932634633381917e-06
8.372244488977956280e+03	1.039546026634314692e-05
8.412324649298596341e+03	1.083362899804568162e-05
8.452404809619238222e+03	1.130169234785356190e-05
8.492484969939880102e+03	1.180206330393414311e-05
8.532565130260521983e+03	1.233732034216140966e-05
8.572645290581162044e+03	1.291021370202116356e-05
8.612725450901803924e+03	1.352367218136563151e-05
8.652805611222443986e+03	1.418081077277272734e-05
8.692885771543085866e+03	1.488493957146668219e-05
8.732965931863727747e+03	1.563957448150665722e-05
8.773046092184369627e+03	1.644845036205814487e-05
8.813126252505009688e+03	1.731553736504781033e-05
8.853206412825651569e+03	1.824506132183442635e-05
8.893286573146291630e+03	1.924152909776342943e-05
8.933366733466933510e+03	2.030975988399928901e-05
8.973446893787575391e+03	2.145492336447968643e-05
9.013527054108217271e+03	2.268258567537228212e-05
9.053607214428857333e+03	2.399876395685999488e-05
9.093687374749499213e+03	2.540999021998958268e-05
9.133767535070141093e+03	2.692338511449927723e-05
9.173847695390781155e+03	2.854674205297507412e-05
9.213927855711423035e+03	3.028862197341696550e-05
9.254008016032064916e+03	3.215845878285880275e-05
9.294088176352704977e+03	3.416667519014320720e-05
9.334168336673346857e+03	3.632480820278628439e-05
9.374248496993986919e+03	3.864564302837747304e-05
9.414328657314628799e+03	4.114335355615252385e-05
9.454408817635270680e+03	4.383364706798334730e-05
9.494488977955912560e+03	4.673391040989960984e-05
9.534569138276552621e+03	4.986335462970500313e-05
9.574649298597194502e+03	5.324315504921837641e-05
9.614729458917836382e+03	5.689658386961415464e-05
9.654809619238476444e+03	6.084913264220451136e-05
9.694889779559118324e+03	6.512862218723171207e-05
