7.250000000000000000e+03	3.898268612298333064e-14 3.132613536177517596e-14 3.422765449976205975e-14 2.840590130736739536e-15 3.099116823803208804e-15 3.312911798059676162e-14 6.466915345364468554e-15 4.415965916723393451e-15 3.431858962141106771e-14 1.186309755231776354e-14 1.259949325398326889e-14 2.091962790981370248e-15 4.109568946482442038e-15 3.817217604014576028e-15 9.282464512626880530e-15 5.132257417168118692e-15 7.564392768359895357e-14 1.317188520331481760e-14 1.760519496403869717e-14 3.058513963427608513e-14 9.430104090604893010e-15 1.138907248329327877e-14 1.565359538083207888e-14 6.855462544400853269e-14 1.663425236536091454e-14 8.288748076413670445e-14
7.290080160320640971e+03	4.041526150579428831e-14 3.247952990306575040e-14 3.549143246888232105e-14 2.945881158513376088e-15 3.214147809183908381e-15 3.436246034267953349e-14 6.708088632576620045e-15 4.580964344837441996e-15 3.560496851642772492e-14 1.230869728103065418e-14 1.307480434533912517e-14 2.171160365827346565e-15 4.265495774524986185e-15 3.962714175515495449e-15 9.637482196596239694e-15 5.330869002941425625e-15 7.858581702648935441e-14 1.368639763186982569e-14 1.829515162829388200e-14 3.178773748498118306e-14 9.802180368681665311e-15 1.183979463269246333e-14 1.627532244827243477e-14 7.128581677101249248e-14 1.730012397173953380e-14 8.621982131039858916e-14
7.330160320641282851e+03	4.189768431858263514e-14 3.367309865752246940e-14 3.679929708105259797e-14 3.054853178964566172e-15 3.333203390469757980e-15 3.563902690548161317e-14 6.957722635399896570e-15 4.751757490713097309e-15 3.693660890868194426e-14 1.276999481119751904e-14 1.356690304558604858e-14 2.253161086877167016e-15 4.426948992760976156e-15 4.113381899609054191e-15 1.000514436387938908e-14 5.536607029132827683e-15 8.163360125728899434e-14 1.421948248489057791e-14 1.901006721945007539e-14 3.303393249313024690e-14 1.018777608107757923e-14 1.230692633052507495e-14 1.691973902613186795e-14 7.411688452050930422e-14 1.799042358619874309e-14 8.967476671917476130e-14
7.370240480961923822e+03	4.343166179241061048e-14 3.490821771383859114e-14 3.815275875152339509e-14 3.167632348719678881e-15 3.456421520371963288e-15 3.696029979716103231e-14 7.216107530425973922e-15 4.928544146295774498e-15 3.831506424961046507e-14 1.324752909432813929e-14 1.407636614317976845e-14 2.338061326710287648e-15 4.594118680623019500e-15 4.269398802116653963e-15 1.038588664145921227e-14 5.749717695372420738e-15 8.479094340319296637e-14 1.477178294894924265e-14 1.975080687672831391e-14 3.432523723790727480e-14 1.058736074260726812e-14 1.279103796230493407e-14 1.758763463408218690e-14 7.705130728907927331e-14 1.870600326916602735e-14 9.325659934629814725e-14
7.410320641282564793e+03	4.501896118372169542e-14 3.618631151383525064e-14 3.955338092358463724e-14 3.284349248776274737e-15 3.583944987950478137e-15 3.832781306838763470e-14 7.483543655746609760e-15 5.111530062002893820e-15 3.974194233178211116e-14 1.374185792742363076e-14 1.460379057987073537e-14 2.425960823358165028e-15 4.767201553236555438e-15 4.430949120091444862e-15 1.078015984922882896e-14 5.970455778942339830e-15 8.806163407367446042e-14 1.534396460800086407e-14 2.051826586198966218e-14 3.566321695887405989e-14 1.100142021305487052e-14 1.329271976929315106e-14 1.827982627527324816e-14 8.009268476506788739e-14 1.944774474305876782e-14 9.696975063694116017e-14
7.450400801603206673e+03	4.666141200924135236e-14 3.750885465089562104e-14 4.100278203794725739e-14 3.405139048496138568e-15 3.715921597763532347e-15 3.974315461301995645e-14 7.760341886548212746e-15 5.300928203716954284e-15 4.121890729319344105e-14 1.425355864748629539e-14 1.514979419219033978e-14 2.516962803970053014e-15 4.946401205066336744e-15 4.598223529538558335e-15 1.118843055641628947e-14 6.199084947895749470e-15 9.144959611200536284e-14 1.593671625913886743e-14 2.131337065605726860e-14 3.704949147122774741e-14 1.143045729122385109e-14 1.381258256972391016e-14 1.899715943395909383e-14 8.324474212173301249e-14 2.021656046754326350e-14 1.008188065264883621e-13
7.490480961923847644e+03	4.836090837032766823e-14 3.887737374027221717e-14 4.250263758066996731e-14 3.530141676123966555e-15 3.852504356136512093e-15 4.120796816497864166e-14 8.046824025592053653e-15 5.496959019951231304e-15 4.274768170075353744e-14 1.478322885344099117e-14 1.571501648213734226e-14 2.611174113341289228e-15 5.131928363133525958e-15 4.771419382063289214e-15 1.161118165979470286e-14 6.435878086381277614e-15 9.495888942781696273e-14 1.655075076005676963e-14 2.213708009760919567e-14 3.848573715535339410e-14 1.187499233200849793e-14 1.435125850796005844e-14 1.974050911171724087e-14 8.651133458019901847e-14 2.101339475630860546e-14 1.048085130497139447e-13
7.530561122244488615e+03	5.011941137078368183e-14 4.029344936450565966e-14 4.405468221317895187e-14 3.659501996125787382e-15 3.993851664873625765e-15 4.272395537475236255e-14 8.343323209249774613e-15 5.699850719648697742e-15 4.433004871655025092e-14 1.533148715670479221e-14 1.630011941838529442e-14 2.708705347522359710e-15 5.324001150231540461e-15 4.950740950844890821e-15 1.204891298464407290e-14 6.681117632712078960e-15 9.859371601862620441e-14 1.718680590959951076e-14 2.299038656649274953e-14 3.997368902389904354e-14 1.233556388748348136e-14 1.490940183278179030e-14 2.051078090392504114e-14 8.989645214954086128e-14 2.183922493713648127e-14 1.089437821671842650e-13
7.570641282565130496e+03	5.193895163189320161e-14 4.175871809697683002e-14 4.566071198768775799e-14 3.793369993620247122e-15 4.140127522711969034e-15 4.429287796878020408e-14 8.650184329729425133e-15 5.909839561045069402e-15 4.596785435026046461e-14 1.589897396157557507e-14 1.690578826924901709e-14 2.809670992715680465e-15 5.522845358549344204e-15 5.136399686316070512e-15 1.250214190939150396e-14 6.935095930692047325e-15 1.023584251879496621e-13 1.784564536273543123e-14 2.387431721324235785e-14 4.151514286947980760e-14 1.281272937297490053e-14 1.548768970597588472e-14 2.130891211810325001e-14 9.340422455106394280e-14 2.269506255699534513e-14 1.132296978175535040e-13
7.610721442885771467e+03	5.382163190916930041e-14 4.327487460717162384e-14 4.732258665189332957e-14 3.931900966222523459e-15 4.291501734864802752e-15 4.591655999536391731e-14 8.967764474202743628e-15 6.127170152084385574e-15 4.766300980146255112e-14 1.648635227673521212e-14 1.753273246879195179e-14 2.914189569689582254e-15 5.728694734151283823e-15 5.328614481967978011e-15 1.297140401495541928e-14 7.198115594776650905e-15 1.062575189685172729e-13 1.852805958144280455e-14 2.478993523681041126e-14 4.311195749651488489e-14 1.330706575919625672e-14 1.608682304254060701e-14 2.213587293594279920e-14 9.703892633477854538e-14 2.358195463411063317e-14 1.176715222055311920e-13
7.650801603206412437e+03	5.576962981508639271e-14 4.484367385111417543e-14 4.904223204673593870e-14 4.075255723616577648e-15 4.448150130998877260e-15 4.759689016082676902e-14 9.296433381561167228e-15 6.352095762878967584e-15 4.941749389571394116e-14 1.709430855919702179e-14 1.818168651748558204e-14 3.022383783942787277e-15 5.941791272774183623e-15 5.527611950706888344e-15 1.345725375982886375e-14 7.470489889642007477e-15 1.102956577591292680e-13 1.923486682299696293e-14 2.573834121250094134e-14 4.476605704066223737e-14 1.381917029152122599e-14 1.670752738380258332e-14 2.299266762080174871e-14 1.008049821959035047e-13 2.450098495892288843e-14 1.222747023350956595e-13
7.690881763527054318e+03	5.778520065264290826e-14 4.646693335083029946e-14 5.082164260143187636e-14 4.223600795202243519e-15 4.610254792024771107e-15 4.933582425994571876e-14 9.636573917583141997e-15 6.584878650753253370e-15 5.123335561855335367e-14 1.772355359214406870e-14 1.885341091895198354e-14 3.134380681875371000e-15 6.162385527442368930e-15 5.733626712228505873e-15 1.396026518203291588e-14 7.752543124784977598e-15 1.144776661842891525e-13 1.996691416725872187e-14 2.672067447224774118e-14 4.647943337958431979e-14 1.434966123754988749e-14 1.735055380484959932e-14 2.388033577261400678e-14 1.047069724999523925e-13 2.545327544602363315e-14 1.270448767984416272e-13
7.730961923847695289e+03	5.987068036430598025e-14 4.814653556651166891e-14 5.266288392976798301e-14 4.377108646149160592e-15 4.778004286059471704e-15 5.113538770451391659e-14 9.988582569267566140e-15 6.825790398382819322e-15 5.311271675141257097e-14 1.837482339803316865e-14 1.954869315426265050e-14 3.250311813209922971e-15 6.390736928382663910e-15 5.946901691862337450e-15 1.448103262905422566e-14 8.044611064794118530e-15 1.188085391861785623e-13 2.072507858463510980e-14 2.773811453948583523e-14 4.825414863896793055e-14 1.489917866417934198e-14 1.801667985774284802e-14 2.479995363222290545e-14 1.087496390252296642e-13 2.643998753921631203e-14 1.319878828313748445e-13
7.771042084168337169e+03	6.202848860179454115e-14 4.988443036575160562e-14 5.456809553244460596e-14 4.535957902252672813e-15 4.951593913995830306e-15 5.299767815464778988e-14 1.035286995923374523e-14 7.075112265644794679e-15 5.505777461422966001e-14 1.904888018861563074e-14 2.026834869553234851e-14 3.370313399951818261e-15 6.627114115803862446e-15 6.167688431403722099e-15 1.502017151701115689e-14 8.347041355956554391e-15 1.232934483586971063e-13 2.151026804641240133e-14 2.879188262088430823e-14 5.009233779774816162e-14 1.546838524540369696e-14 1.870671055199746259e-14 2.575263543720057201e-14 1.129378909318111321e-13 2.746232367192523106e-14 1.371097636463538081e-13
7.811122244488978140e+03	6.426113192178405652e-14 5.168263759392072118e-14 5.653949360987932259e-14 4.700333583957019134e-15 5.131225965072947048e-15 5.492486825706497531e-14 1.072986138101046784e-14 7.333135555740566731e-15 5.707080491909782424e-14 1.974651335337691717e-14 2.101322206041585347e-14 3.494526512155968139e-15 6.871795286068898855e-15 6.396247412433263773e-15 1.557831912027760138e-14 8.660193969911656346e-15 1.279377485342010900e-13 2.232342267931472805e-14 2.988324315743529747e-14 5.199621139687669125e-14 1.605796710218469015e-14 1.942147937395184082e-14 2.673953483138284632e-14 1.172768109667975447e-13 2.852152878533254870e-14 1.424167760550476105e-13
7.851202404809619111e+03	6.657120711329244608e-14 5.354324975031678300e-14 5.857937399053089277e-14 4.870427349964448627e-15 5.317109982907150575e-15 5.691920849522378099e-14 1.111999735616882259e-14 7.600161996242210256e-15 5.915416474003410118e-14 2.046854048815432048e-14 2.178418790936505046e-14 3.623097250808286355e-15 7.125068551863641187e-15 6.632848392678345264e-15 1.615613539290911146e-14 8.984441665079432973e-15 1.327469846336045241e-13 2.316551596616077345e-14 3.101350543740097959e-14 5.396805835600864019e-14 1.666863467574681500e-14 2.016184934666683484e-14 2.776184633039185595e-14 1.217716619158249178e-13 2.961889190668912240e-14 1.479153983926850357e-13
7.891282565130260991e+03	6.896140466256725622e-14 5.546843477474892871e-14 6.069011517983016088e-14 5.046437750852450614e-15 5.509463042441860989e-15 5.898303015622947390e-14 1.152373421425674791e-14 7.876504135716078370e-15 6.131029560392311567e-14 2.121580846567193573e-14 2.258215218749828772e-14 3.756176938129326792e-15 7.387232316967320798e-15 6.877770755981997324e-15 1.675430382324808056e-14 9.320170466638298497e-15 1.377268987913524944e-13 2.403755599461433851e-14 3.218402527379437455e-14 5.601024890275501973e-14 1.730112363573151380e-14 2.092871413209621650e-14 2.882080684553585704e-14 1.264278933113314328e-13 3.075574779034744281e-14 1.536123387569571583e-13
7.931362725450901962e+03	7.143451236144205667e-14 5.746043894933804505e-14 6.287418153490784857e-14 5.228570493126278239e-15 5.708510038283367807e-15 6.111874841948507312e-14 1.194154469650473277e-14 8.162485756587184798e-15 6.354172670779758850e-14 2.198919454978523206e-14 2.340805331299082728e-14 3.893922315617626372e-15 7.658595666248315817e-15 7.131303876461295237e-15 1.737353232312814676e-14 9.667780165846724893e-15 1.428834377670399261e-13 2.494058675610928186e-14 3.339620674919096770e-14 5.812523761938553084e-14 1.795619582472727751e-14 2.172299917736008716e-14 2.991769726863099174e-14 1.312511484087787762e-13 3.193347862426253519e-14 1.595145435752058834e-13
7.971442885771542933e+03	7.399341906612180853e-14 5.952158992111994201e-14 6.513412657123467719e-14 5.417038714213904444e-15 5.914483984973020847e-15 6.332886557295538291e-14 1.237391858444723488e-14 8.458442305019868073e-15 6.585107826846889184e-14 2.278960755550514117e-14 2.426286341416273317e-14 4.036495750192705301e-15 7.939478771592457347e-15 7.393747497506631113e-15 1.801455415325615204e-14 1.002768483956913324e-14 1.482227606562923191e-13 2.587568949712310859e-14 3.465150403076819115e-14 6.031556661202026988e-14 1.863464024072765099e-14 2.254566290700350779e-14 3.105384412032136911e-14 1.362472714421109151e-13 3.315351580470063985e-14 1.656292065136646465e-13
8.011523046092184813e+03	7.664111861242763532e-14 6.165429985029054855e-14 6.747259640642403017e-14 5.612063268838247037e-15 6.127626329673751198e-15 6.561597436215015829e-14 1.282136335445761783e-14 8.764721338503615188e-15 6.824106500986349912e-14 2.361798905665609474e-14 2.514758961726542998e-14 4.184065448772103486e-15 8.230213314420862769e-15 7.665412126240231794e-15 1.867812888628804958e-14 1.040031339087082726e-14 1.537512469138254507e-13 2.684398412508079874e-14 3.595142325864878870e-14 6.258386880766885850e-14 1.933727405917800182e-14 2.339769796325467080e-14 3.223062126469221771e-14 1.414223151707747905e-13 3.441734178216899726e-14 1.719637777437721924e-13
8.051603206412825784e+03	7.938071389535882141e-14 6.386106869036998248e-14 6.989233334801798744e-14 5.813873027328823288e-15 6.348187277877824550e-15 6.798276147829602813e-14 1.328440485945374871e-14 9.081682991992732797e-15 7.071449979463878772e-14 2.447531464343958311e-14 2.606327538733650917e-14 4.336805681673465413e-15 8.531142925565104735e-15 7.946619444139512734e-15 1.936504340930161019e-14 1.078611011160815649e-14 1.594755047022831504e-13 2.784663067124979403e-14 3.729752451069666697e-14 6.493287138461836221e-14 2.006494369631304865e-14 2.428013249633865979e-14 3.344945169300530892e-14 1.467825487306840692e-13 3.572649198158949171e-14 1.785259735807745540e-13
