7.250000000000000000e+03	-2.060746882318121903e-06
7.290080160320640971e+03	-2.095476131055555212e-06
7.330160320641282851e+03	-2.130814016247973570e-06
7.370240480961923822e+03	-2.166773021219734765e-06
7.410320641282564793e+03	-2.203365930686957930e-06
7.450400801603206673e+03	-2.240605837928851338e-06
7.490480961923847644e+03	-2.278506153324944345e-06
7.530561122244488615e+03	-2.317080614427095185e-06
7.570641282565130496e+03	-2.356343294056449584e-06
7.610721442885771467e+03	-2.396308610432455989e-06
7.650801603206412437e+03	-2.436991336187078280e-06
7.690881763527054318e+03	-2.478406609977617903e-06
7.730961923847695289e+03	-2.520569945104626975e-06
7.771042084168337169e+03	-2.563497241885666275e-06
7.811122244488978140e+03	-2.607204797329901264e-06
7.851202404809619111e+03	-2.651709317807022687e-06
7.891282565130260991e+03	-2.697027931004119508e-06
7.931362725450901962e+03	-2.743178196895286665e-06
7.971442885771542933e+03	-2.790178122271005258e-06
8.011523046092184813e+03	-2.838046171508275738e-06
8.051603206412825784e+03	-2.886801282702403587e-06
8.091683366733466755e+03	-2.936462880156305309e-06
8.131763527054108636e+03	-2.987050888594691557e-06
8.171843687374749607e+03	-3.038585749603679414e-06
8.211923847695390577e+03	-3.091088435735882757e-06
8.252004008016032458e+03	-3.144580466664257645e-06
8.292084168336674338e+03	-3.199083927851029918e-06
8.332164328657314400e+03	-3.254621483497867586e-06
8.372244488977956280e+03	-3.311216398890438446e-06
8.412324649298596341e+03	-3.368892555740767413e-06
8.452404809619238222e+03	-3.427674472325357594e-06
8.492484969939880102e+03	-3.487587322759773132e-06
8.532565130260521983e+03	-3.548656957764783970e-06
8.572645290581162044e+03	-3.610909925802289621e-06
8.612725450901803924e+03	-3.674373494472533544e-06
8.652805611222443986e+03	-3.739075673611202956e-06
8.692885771543085866e+03	-3.805045238287406306e-06
8.732965931863727747e+03	-3.872311753364163112e-06
8.773046092184369627e+03	-3.940905598950265950e-06
8.813126252505009688e+03	-4.010857995838681404e-06
8.853206412825651569e+03	-4.082201033351095475e-06
8.893286573146291630e+03	-4.154967696500743593e-06
8.933366733466933510e+03	-4.229191896342062744e-06
8.973446893787575391e+03	-4.304908498342964677e-06
9.013527054108217271e+03	-4.382153355588293647e-06
9.053607214428857333e+03	-4.460963339807653790e-06
9.093687374749499213e+03	-4.541376375887802130e-06
9.133767535070141093e+03	-4.623431476753050304e-06
9.173847695390781155e+03	-4.707168779198918006e-06
9.213927855711423035e+03	-4.792629581723593265e-06
9.254008016032064916e+03	-4.879856384730085472e-06
9.294088176352704977e+03	-4.968892929105863082e-06
9.334168336673346857e+03	-5.059784240076684259e-06
9.374248496993986919e+03	-5.152576671197223350e-06
