1.180895728487017791e-13 4.950186283620010999e-12 2.582951084110895867e-11
1.186545503682327031e-13 4.978882800113404408e-12 2.599565653318365316e-11
1.192246956444267490e-13 5.007873480730289789e-12 2.616358004830914297e-11
1.198000812604578731e-13 5.037162676870362645e-12 2.633330807245449253e-11
1.203807811600989471e-13 5.066754823250079171e-12 2.650486780484227762e-11
1.209668706792296454e-13 5.096654439848743235e-12 2.667828696995244301e-11
1.215584265782065761e-13 5.126866133908093535e-12 2.685359382985666401e-11
1.221555270751248374e-13 5.157394601987111519e-12 2.703081719689333835e-11
1.227582518799975811e-13 5.188244632073811065e-12 2.720998644669419129e-11
1.233666822298845817e-13 5.219421105755800803e-12 2.739113153157396451e-11
1.239809009249982110e-13 5.250929000451535148e-12 2.757428299429433314e-11
1.246009923658201133e-13 5.282773391704171770e-12 2.775947198221447481e-11
1.252270425912594551e-13 5.314959455540100201e-12 2.794673026184075014e-11
1.258591393178876608e-13 5.347492470894174002e-12 2.813609023378832877e-11
1.264973719802840913e-13 5.380377822103893756e-12 2.832758494816822547e-11
1.271418317725288402e-13 5.413621001474751032e-12 2.852124812041384047e-11
1.277926116908804624e-13 5.447227611919053284e-12 2.871711414756120516e-11
1.284498065776779386e-13 5.481203369670717691e-12 2.891521812499819073e-11
1.291135131665060295e-13 5.515554107078489649e-12 2.911559586369804075e-11
1.297838301286678917e-13 5.550285775480210411e-12 2.931828390795350636e-11
1.304608581210067352e-13 5.585404448160882809e-12 2.952331955362832153e-11
1.311446998351227914e-13 5.620916323397246023e-12 2.973074086694327931e-11
1.318354600480319418e-13 5.656827727591924949e-12 2.994058670381536560e-11
1.325332456743150776e-13 5.693145118500049324e-12 3.015289672976833900e-11
1.332381658198082509e-13 5.729875088551545486e-12 3.036771144043445400e-11
1.339503318368865016e-13 5.767024368272393361e-12 3.058507218266770972e-11
1.346698573813959107e-13 5.804599829808200189e-12 3.080502117628934255e-11
1.353968584712897955e-13 5.842608490553636405e-12 3.102760153648812270e-11
1.361314535470291008e-13 5.881057516891432566e-12 3.125285729689759473e-11
1.368737635338068888e-13 5.919954228044685479e-12 3.148083343337436645e-11
1.376239119056613746e-13 5.959306100046505231e-12 3.171157588850235884e-11
1.383820247515430903e-13 5.999120769831105903e-12 3.194513159684801952e-11
1.391482308434050917e-13 6.039406039450597045e-12 3.218154851099427509e-11
1.399226617063874215e-13 6.080169880422033468e-12 3.242087562838033838e-11
1.407054516911706988e-13 6.121420438209259950e-12 3.266316301897703913e-11
1.414967380485755019e-13 6.163166036844492904e-12 3.290846185382794789e-11
1.422966610064884237e-13 6.205415183694642507e-12 3.315682443448780990e-11
1.431053638491983552e-13 6.248176574377641284e-12 3.340830422339203535e-11
1.439229929992309722e-13 6.291459097834268913e-12 3.366295587519132855e-11
1.447496981017712160e-13 6.335271841561205357e-12 3.392083526908842045e-11
1.455856321117688851e-13 6.379624097011302113e-12 3.418199954221437988e-11
1.464309513838265462e-13 6.424525365167277852e-12 3.444650712408521616e-11
1.472858157649726813e-13 6.469985362295397733e-12 3.471441777218003522e-11
1.481503886904257667e-13 6.516014025885988914e-12 3.498579260868579184e-11
1.490248372824640154e-13 6.562621520787904063e-12 3.526069415845476617e-11
1.499093324525151605e-13 6.609818245544481700e-12 3.553918638822451821e-11
1.508040490065906316e-13 6.657614838938876140e-12 3.582133474715282688e-11
1.517091657541906420e-13 6.706022186757056288e-12 3.610720620872300873e-11
1.526248656208139043e-13 6.755051428777229788e-12 3.639686931408008480e-11
1.535513357642128569e-13 6.804713965994958709e-12 3.669039421686117159e-11
1.544887676945408656e-13 6.855021468093706345e-12 3.698785272958979916e-11
1.554373573985453097e-13 6.905985881171393190e-12 3.728931837170946861e-11
1.563973054679695245e-13 6.957619435733924632e-12 3.759486641933892138e-11
1.573688172323338695e-13 7.009934654967828309e-12 3.790457395684043326e-11
1.583521028962779510e-13 7.062944363304885396e-12 3.821851993030314797e-11
1.593473776816539852e-13 7.116661695292855076e-12 3.853678520305711967e-11
1.603548619745776398e-13 7.171100104787841409e-12 3.885945261334963796e-11
1.613747814776530459e-13 7.226273374485539293e-12 3.918660703433834998e-11
1.624073673676082603e-13 7.282195625810769184e-12 3.951833543658239054e-11
1.634528564585972479e-13 7.338881329187558517e-12 3.985472695325057425e-11
1.645114913714472748e-13 7.396345314715569145e-12 4.019587294831444960e-11
1.655835207091658697e-13 7.454602783283531399e-12 4.054186708806113898e-11
1.666691992390555350e-13 7.513669318156863480e-12 4.089280541635258309e-11
1.677687880818441721e-13 7.573560897085487280e-12 4.124878643418577561e-11
1.688825549083024136e-13 7.634293904990408915e-12 4.160991118428916419e-11
1.700107741439237458e-13 7.695885147305246972e-12 4.197628334175043249e-11
1.711537271823769920e-13 7.758351864074595468e-12 4.234800931204753566e-11
1.723117026086416393e-13 7.821711744948730713e-12 4.272519833841467596e-11
1.734849964330336381e-13 7.885982945270640866e-12 4.310796262131475156e-11
1.746739123377719172e-13 7.951184103537616409e-12 4.349641745407697604e-11
1.758787619384279418e-13 8.017334360653741579e-12 4.389068138076440169e-11
1.770998650636885557e-13 8.084453381602784133e-12 4.429087638552949455e-11
1.783375500586235479e-13 8.152561380517089642e-12 4.469712812790483893e-11
1.795921541195723286e-13 8.221679150693300214e-12 4.510956624710546872e-11
1.808640236737321089e-13 8.291828102085564596e-12 4.552832477313071070e-11
1.821535148252121683e-13 8.363030310521571321e-12 4.595354270819342434e-11
1.834609939049331915e-13 8.435308585970611228e-12 4.638536488832203594e-11
1.847868381906446733e-13 8.508686572904716176e-12 4.682394332076248338e-11
1.861314369183962628e-13 8.583188906678132890e-12 4.726943935629216562e-11
1.874951928144128456e-13 8.658841471128592716e-12 4.772202737516662769e-11
1.888785245898937889e-13 8.735671844832607088e-12 4.818190129973561649e-11
1.902818712589645273e-13 8.813710106044765377e-12 4.864928648746977740e-11
1.917056998714825070e-13 8.892990310994946323e-12 4.912446173085328861e-11
1.931505189041500463e-13 8.973553089095331339e-12 4.960779802649171198e-11
1.946168955512089391e-13 9.055449007180508096e-12 5.009980888752043246e-11
1.961054382103769708e-13 9.138735048960844928e-12 5.060109722904068132e-11
1.976165448194260581e-13 9.223424789500439203e-12 5.111160668595556399e-11
1.991497422260238188e-13 9.309357694745704030e-12 5.162865807881181179e-11
2.007044529930222467e-13 9.396350691693983457e-12 5.214922592516320055e-11
2.022820950841838331e-13 9.484613310976145304e-12 5.267617412539002864e-11
2.038842936793170434e-13 9.574394006260849930e-12 5.321294295788567164e-11
2.055117525450727320e-13 9.665756896880833208e-12 5.376019518135653800e-11
2.071649004937999404e-13 9.758709528355640165e-12 5.431773484978021128e-11
2.088441998260536691e-13 9.853263787525869718e-12 5.488542201368261196e-11
2.105501780867495845e-13 9.949442100057359465e-12 5.546326548111204443e-11
2.122834124688564340e-13 1.004727426057703600e-11 5.605137485493455248e-11
2.140445166566975064e-13 1.014679474157502949e-11 5.664991974693168990e-11
2.158341335662595867e-13 1.024804116458798470e-11 5.725910643521416344e-11
2.176529317811931471e-13 1.035105349816637242e-11 5.787916542247048515e-11
2.195016039836488322e-13 1.045587364608400222e-11 5.851034483895782105e-11
2.213808664478683648e-13 1.056254524125901702e-11 5.915290691749460344e-11
2.232914591172444425e-13 1.067111355038466502e-11 5.980712611249880569e-11
2.252341460185419055e-13 1.078162544032566247e-11 6.047328812691020846e-11
2.272097158843603360e-13 1.089412938053579376e-11 6.115168945926325439e-11
2.292189829148552454e-13 1.100867546759013194e-11 6.184263726094204081e-11
2.312627876411303812e-13 1.112531546411863848e-11 6.254644938661410327e-11
2.333419978696656377e-13 1.124410284776300610e-11 6.326345457087272863e-11
2.354575096965866726e-13 1.136509286762913617e-11 6.399399269184267880e-11
2.376102485860316551e-13 1.148834260676536017e-11 6.473841509831567319e-11
2.398011705101148490e-13 1.161391104981884577e-11 6.549708498625273391e-11
2.420312631500002332e-13 1.174185915540009851e-11 6.627037781606763376e-11
2.443015471589129466e-13 1.187224993292085615e-11 6.705868176555857158e-11
2.466130774887988574e-13 1.200514852382327171e-11 6.786239821553969315e-11
2.489669447829957618e-13 1.214062228722005160e-11 6.868194226665463273e-11
2.513642768377801908e-13 1.227874089003662604e-11 6.951774328681001916e-11
2.538062401360638158e-13 1.241957640179871900e-11 7.037024548933646696e-11
2.562940414568820433e-13 1.256320339424936199e-11 7.123990854246283839e-11
2.588289295646580314e-13 1.270969904601266442e-11 7.212720821105476296e-11
2.614121969825501402e-13 1.285914325255052370e-11 7.303263703185443699e-11
2.640451818545270741e-13 1.301161874168497806e-11 7.395670502369745809e-11
2.667292699011462704e-13 1.316721119498400007e-11 7.489994043439413014e-11
2.694658964743704549e-13 1.332600937533351224e-11 7.586289052615146528e-11
2.722565487171144311e-13 1.348810526104327967e-11 7.684612240159822512e-11
2.751027678336205418e-13 1.365359418686059926e-11 7.785022387265304512e-11
2.780061514771622073e-13 1.382257499229238335e-11 7.887580437465991458e-11
2.809683562620277671e-13 1.399515017766495894e-11 7.992349592840028883e-11
2.839911004072106187e-13 1.417142606838103290e-11 8.099395415278774669e-11
2.870761665197375320e-13 1.435151298786555306e-11 8.208785933125500607e-11
2.902254045261209592e-13 1.453552543972665364e-11 8.320591753506263673e-11
2.934407347610044887e-13 1.472358229969494349e-11 8.434886180698889458e-11
2.967241512227100627e-13 1.491580701794418243e-11 8.551745340911138398e-11
3.000777250060790698e-13 1.511232783243942862e-11 8.671248313865671464e-11
3.035036079237413347e-13 1.531327799400528519e-11 8.793477271618570727e-11
3.070040363277479114e-13 1.551879600385718337e-11 8.918517625069401434e-11
3.105813351443772659e-13 1.572902586439413345e-11 9.046458178655075941e-11
3.142379221358785419e-13 1.594411734411153286e-11 9.177391293757565224e-11
3.179763124039605807e-13 1.616422625756017951e-11 9.311413061397311167e-11
3.217991231510065713e-13 1.638951476135389444e-11 9.448623484832082754e-11
3.257090787163170135e-13 1.662015166731666601e-11 9.589126672736846178e-11
3.297090159062271233e-13 1.685631277396817184e-11 9.733031043708893016e-11
3.338018896388550366e-13 1.709818121768659616e-11 9.880449542932922774e-11
3.379907789267461734e-13 1.734594784508533748e-11 1.003149987197036432e-10
3.422788932243080397e-13 1.759981160844844839e-11 1.018630473284239121e-10
3.466695791727033943e-13 1.785997998659061548e-11 1.034499208792744389e-10
3.511663277844373703e-13 1.812666943441450002e-11 1.050769543781054858e-10
3.557727821239603396e-13 1.840010586580069790e-11 1.067455412015184882e-10
3.604927455427433115e-13 1.868052517459447855e-11 1.084571363271996994e-10
3.653301903800885806e-13 1.896817378323208217e-11 1.102132597323345979e-10
3.702892660260920844e-13 1.926330910418362803e-11 1.120154991670263490e-10
3.753743022851596013e-13 1.956619949538771208e-11 1.138655094140509576e-10
3.805898123298492810e-13 1.987712414868120834e-11 1.157650110590808198e-10
3.859405297424739087e-13 2.019637645339425081e-11 1.177158131852349893e-10
3.914314330251775547e-13 2.052426604380652665e-11 1.197198269636665939e-10
3.970677239996207149e-13 2.086111607866651848e-11 1.217790463448200840e-10
4.028548390215784517e-13 2.120726385862392582e-11 1.238955517207374899e-10
4.087984719523042402e-13 2.156306261567623734e-11 1.260715216262190503e-10
4.149045915419071954e-13 2.192888268999573204e-11 1.283092401744280878e-10
4.211794574731512930e-13 2.230511252757942734e-11 1.306111032112864325e-10
4.276296372575779792e-13 2.269215972062804346e-11 1.329796247146025771e-10
4.342620244054153834e-13 2.309045213038569506e-11 1.354174437078412880e-10
4.410838579594280877e-13 2.350043909781352038e-11 1.379273317212505186e-10
4.481027434654206349e-13 2.392259274532350424e-11 1.405122008178697042e-10
4.553266754734703659e-13 2.435740937460227976e-11 1.431751122139435052e-10
4.627640616841472399e-13 2.480541096719598145e-11 1.459192855340911533e-10
4.704237488709322627e-13 2.526714679579199126e-11 1.487481087497788121e-10
4.783150507256987140e-13 2.574319515521396581e-11 1.516651488564970004e-10
4.864477777898445730e-13 2.623416522317768794e-11 1.546741633515078162e-10
4.948322696502960479e-13 2.674069906191810955e-11 1.577791125806339264e-10
5.034794295976626675e-13 2.726347377293432413e-11 1.609841730295966463e-10
5.124007619636607696e-13 2.780320381834181716e-11 1.642937516430896634e-10
5.216084123768656318e-13 2.836064352368951511e-11 1.677125012632248437e-10
5.311152112002262494e-13 2.893658977861710478e-11 1.712453372883509155e-10
5.409347204408656143e-13 2.953188495341488390e-11 1.748974556636582202e-10
5.510812844529396036e-13 3.014742005142879540e-11 1.786743523265774654e-10
5.615700847880338854e-13 3.078413811935115720e-11 1.825818442429282983e-10
5.724171995853187662e-13 3.144303793978356426e-11 1.866260921842390999e-10
5.836396679358949760e-13 3.212517803308374604e-11 1.908136254128580222e-10
5.952555597030891855e-13 3.283168099845128432e-11 1.951513684596277226e-10
6.072840513335948095e-13 3.356373822751025436e-11 1.996466701992728312e-10
6.197455082540461651e-13 3.432261502736002764e-11 2.043073354515501768e-10
6.326615745148351979e-13 3.510965619424319522e-11 2.091416593619904136e-10
6.460552704187203322e-13 3.592629208369117213e-11 2.141584648451089305e-10
6.599510989572848762e-13 3.677404522832302774e-11 2.193671434057636521e-10
6.743751619749483528e-13 3.765453756048373012e-11 2.247776996914023477e-10
6.893552870896829832e-13 3.856949830371222525e-11 2.304008001699185338e-10
7.049211665236434393e-13 3.952077260474469802e-11 2.362478263754230655e-10
7.211045091378744249e-13 4.051033098652126123e-11 2.423309332182895715e-10
7.379392071255503121e-13 4.154027971263247230e-11 2.486631129173227076e-10
7.554615190008983214e-13 4.261287216500083073e-11 2.552582651819583631e-10
7.737102707294701616e-13 4.373052134955794882e-11 2.621312743523883008e-10
7.927270770838836677e-13 4.489581365950475115e-11 2.692980942969509009e-10
8.125565855822926923e-13 4.611152404272569182e-11 2.767758419708980445e-10
8.332467456803662602e-13 4.738063273942167243e-11 2.845829006608872803e-10
8.548491062480374924e-13 4.870634377844143243e-11 2.927390340778165121e-10
8.774191447776600537e-13 5.009210544661747480e-11 3.012655126199267663e-10
9.010166322497432978e-13 5.154163297523076448e-11 3.101852533120219978e-10
9.257060381372457623e-13 5.305893372222416898e-11 3.195229751394447801e-10
9.515569806726506624e-13 5.464833516878166915e-11 3.293053717421623896e-10
9.786447282495001347e-13 5.631451609536539428e-11 3.395613037209922813e-10
1.007050758700584227e-12 5.806254135643012027e-11 3.503220131418732403e-10
1.036863384211189281e-12 5.989790073622208500e-11 3.616213632138610648e-10
1.068178450815028683e-12 6.182655244201141269e-11 3.734961065726225165e-10
1.101100122815578667e-12 6.385497187785396654e-11 3.859861861362937596e-10
1.135741764116409036e-12 6.599020644400471544e-11 3.991350731299089447e-10
1.172226930379247396e-12 6.823993722742994659e-11 4.129901476168040269e-10
1.210690488216893408e-12 7.061254859115249561e-11 4.276031277531072649e-10
1.251279880342002698e-12 7.311720683891227418e-11 4.430305550222985771e-10
1.294156558820737032e-12 7.576394933233448418e-11 4.593343439449077862e-10
1.339497612431459859e-12 7.856378567725909481e-11 4.765824062354920422e-10
1.387497618737850516e-12 8.152881288247841297e-11 4.948493611468572213e-10
1.438370757020290429e-12 8.467234673825533678e-11 5.142173458641952597e-10
1.492353224877448670e-12 8.800907207660642021e-11 5.347769423692760625e-10
1.549706009372126563e-12 9.155521507662574888e-11 5.566282402870244217e-10
1.610718073378762276e-12 9.532874138643982059e-11 5.798820589790959032e-10
1.675710029707047193e-12 9.934958457436859124e-11 6.046613567197777661e-10
1.745038390149615287e-12 1.036399103280275741e-10 6.311028603790676587e-10
1.819100494497185094e-12 1.082244229328189266e-10 6.593589559014355653e-10
1.898340246633035139e-12 1.131307219334452720e-10 6.895998883329453813e-10
1.983254812154952197e-12 1.183897185818104309e-10 7.220163306340167168e-10
2.074402465991691262e-12 1.240361237899191860e-10 7.568223935627582761e-10
2.172411821021940480e-12 1.301090219515209295e-10 7.942591652300361448e-10
2.277992722171670797e-12 1.366525483208013843e-10 8.345988894345859763e-10
2.391949158024078492e-12 1.437166918371075087e-10 8.781499177979182036e-10
2.515194627813030988e-12 1.513582506218905590e-10 9.252626036406872658e-10
2.648770511366692004e-12 1.596419741947827261e-10 9.763363476150923338e-10
2.793868130611787365e-12 1.686419352256210708e-10 1.031828059204034687e-09
2.951855373763874764e-12 1.784431849877504922e-10 1.092262368199773043e-09
3.124308991103306855e-12 1.891437614624036806e-10 1.158244011471197588e-09
3.313053983204151573e-12 2.008571384416549230e-10 1.230472939981312602e-09
3.520211914862360677e-12 2.137152296185866956e-10 1.309762849181059463e-09
3.748260537393189831e-12 2.278720958156838472e-10 1.397064046632393437e-09
4.000107840102756483e-12 2.435085493986517123e-10 1.493491853818934224e-09
4.279184652184303498e-12 2.608379121291297542e-10 1.600362122814982868e-09
4.589561284995178784e-12 2.801132678139305054e-10 1.719235973439113606e-09
4.936095595862790154e-12 3.016366687000657716e-10 1.851976581869314359e-09
5.324622495415121450e-12 3.257709187689336847e-10 2.000821864571343073e-09
5.762198649766155730e-12 3.529547889677604274e-10 2.168478331746725605e-09
6.257421458879151209e-12 3.837228508277165978e-10 2.358243428780480275e-09
6.820849108346233243e-12 4.187315946827396657e-10 2.574166643542721028e-09
7.465559816025304669e-12 4.587942028258497391e-10 2.821264000700475432e-09
8.207905261283736328e-12 5.049273966627138980e-10 3.105807033125974114e-09
9.068538705790927190e-12 5.584153637935646784e-10 3.435717108925326483e-09
1.007383759504800657e-11 6.208982133441891471e-10 3.821111058217705799e-09
1.125790200630295053e-11 6.944962366031033342e-10 4.275067660925650800e-09
1.266540876653937369e-11 7.819873720023952701e-10 4.814722319585741426e-09
1.435576189368876753e-11 8.870652736260782953e-10 5.462858925968768251e-09
1.640924885015894058e-11 1.014722098264927076e-09 6.250271040050903296e-09
1.893637275273119487e-11 1.171828768904642652e-09 7.219341180191707270e-09
2.209234123471038777e-11 1.368035871489982208e-09 8.429597903675076690e-09
2.610015941509653468e-11 1.617209542781208549e-09 9.966572919735492482e-09
3.128850651999039948e-11 1.939786584602938381e-09 1.195632834737715514e-08
