7.893703445535859384e-20 1.281692221812433074e-21 8.811507617850949511e-12 1.152105615640744069e-18 2.581256632734815369e-15 5.149660091946996625e-12 3.638027137905079917e-23 1.406508324481219980e-15 2.596094520776060770e-15 4.270254105645078139e-23 1.651327034123637645e-21 4.263259451603642530e-12 3.560371810843555819e-11 8.269141312850644353e-21 6.216982985860212320e-21 1.751563288419454609e-12 4.364479001361409601e-20 1.573595909972269704e-10 4.752283218773936403e-16 2.605989538100392305e-22 1.443236172790224385e-12 1.381495120767599174e-19 2.152550226572880280e-13 3.272286965411394920e-20
8.025515565382190017e-20 1.302997711099980567e-21 8.956814135968788969e-12 1.171093451705237780e-18 2.623435718947909492e-15 5.233454386629457219e-12 3.697181995573037992e-23 1.429376646947415537e-15 2.638206219229268912e-15 4.339482174293632231e-23 1.678059794755739200e-21 4.331872023056736411e-12 3.617509940622146416e-11 8.401815246040920055e-21 6.316434327321367044e-21 1.779529021207597252e-12 4.433790747353893991e-20 1.598545825799717843e-10 4.824768024899117376e-16 2.645729149768062980e-22 1.465242438610947505e-12 1.402559483533025046e-19 2.185305771923888563e-13 3.322080952529663453e-20
8.159940674985898896e-20 1.324725196953116885e-21 9.104982039008528847e-12 1.190455057734734924e-18 2.666437119662181876e-15 5.318874314435841739e-12 3.757484472363351393e-23 1.452688602119825250e-15 2.681131405106544725e-15 4.410046931121374522e-23 1.705308720375607284e-21 4.401800250191877051e-12 3.675741117291059999e-11 8.537026773371975346e-21 6.417780046489380908e-21 1.808026750423444240e-12 4.504412371601867166e-20 1.623966824028286221e-10 4.898565842307766627e-16 2.686188422184204990e-22 1.487647183039201980e-12 1.424005260463890236e-19 2.218653485020577092e-13 3.372775117072446608e-20
8.297075241274080708e-20 1.346887364197884637e-21 9.256075878754389752e-12 1.210199182177789890e-18 2.710279441984596580e-15 5.405957233551919584e-12 3.818960416534102922e-23 1.476454199522641327e-15 2.724890651483929671e-15 4.481980956172948277e-23 1.733085392262335903e-21 4.473076071922549975e-12 3.735089705113187855e-11 8.674832732924757647e-21 6.521063847679158667e-21 1.837068763512532541e-12 4.576375135283610481e-20 1.649869326790963385e-10 4.973705869025935921e-16 2.727383312959881214e-22 1.510459220803259141e-12 1.445840883271957916e-19 2.252606150060532647e-13 3.424388903753429896e-20
8.436975921282628478e-20 1.369493318865485681e-21 9.410168930910049839e-12 1.230334635558154762e-18 2.754983572467663604e-15 5.494744725773324987e-12 3.881637660869558480e-23 1.500684123976911903e-15 2.769503620221752624e-15 4.555317873590408023e-23 1.761402287423684517e-21 4.545729150408521980e-12 3.795581684547020823e-11 8.815292407266999417e-21 6.626332138513668398e-21 1.866667002319721446e-12 4.649709367260312414e-20 1.676264509807448835e-10 5.050216916810684676e-16 2.769329755394108757e-22 1.533687407930479835e-12 1.468074836079542877e-19 2.287176535919225714e-13 3.476941717457543961e-20
8.579676297398386264e-20 1.392551241397127042e-21 9.567329320423808449e-12 1.250870448746559114e-18 2.800568607976734995e-15 5.585273321087284232e-12 3.945543380086975597e-23 1.525388905901815652e-15 2.814987246965578800e-15 4.630085874590345445e-23 1.790271540685880191e-21 4.619788786109125441e-12 3.857242531811215669e-11 8.958465253863381372e-21 6.733626356867230885e-21 1.896833683241803670e-12 4.724443118544589490e-20 1.703163062919776308e-10 5.128126805205565468e-16 2.812042947313435951e-22 1.557340157580019583e-12 1.490715172257652788e-19 2.322377622515555142e-13 3.530453281214478770e-20
8.725270052125293856e-20 1.416074309770795225e-21 9.727624272504762172e-12 1.271816081979560349e-18 2.847053787384745148e-15 5.677581048100283119e-12 4.010705000660317788e-23 1.550579204582689217e-15 2.861362446723307244e-15 4.706317669547944888e-23 1.819705417560658082e-21 4.695288957062665251e-12 3.920098115789778831e-11 9.104412139055715870e-21 6.842991276503747974e-21 1.927582042259159942e-12 4.800608867480045739e-20 1.730575935542223272e-10 5.207466242301635085e-16 2.855539597104564364e-22 1.581426685302960395e-12 1.513770704245412937e-19 2.358223110991422393e-13 3.584944433053684075e-20
8.873841574157299098e-20 1.440074265527420374e-21 9.891131875263632269e-12 1.293181149928865641e-18 2.894461507573688509e-15 5.771712944585319268e-12 4.077152405830496453e-23 1.576266506113054842e-15 2.908651807236042912e-15 4.784050964523354865e-23 1.849717316266151931e-21 4.772263244398563478e-12 3.984176368026919802e-11 9.253197018206614574e-21 6.954477770852122333e-21 1.958925253602705286e-12 4.878240750577606818e-20 1.758515164660553627e-10 5.288267062905305471e-16 2.899837272839797281e-22 1.605956740524663347e-12 1.537250768132805653e-19 2.394726894364110074e-13 3.640436293685736711e-20
9.025424058391590975e-20 1.464559381148536030e-21 1.005792945423127665e-11 1.314975398489258687e-18 2.942813479778874353e-15 5.867710930592358877e-12 4.144915669083636066e-23 1.602462414752973502e-15 2.956874176519803940e-15 4.863317983298387578e-23 1.880320676028437435e-21 4.850742897950090181e-12 4.049505361173969951e-11 9.404884728083055980e-21 7.068132617843839887e-21 1.990876367117286248e-12 4.957369463896565931e-20 1.786992608734539232e-10 5.370559398089689851e-16 2.944952530881800972e-22 1.630939510966145456e-12 1.561164163602338715e-19 2.431902888674502279e-13 3.696950005280553890e-20
9.180097496244943412e-20 1.489542389786579867e-21 1.022808892933143523e-11 1.337209023441390197e-18 2.992130085592465259e-15 5.965614588948836211e-12 4.214024270463235710e-23 1.629178403651510588e-15 3.006050482537446357e-15 4.944151633990843331e-23 1.911528659132141822e-21 4.930763342199865144e-12 4.116112854092234254e-11 9.559540775045774377e-21 7.184002159412101965e-21 2.023449486932038256e-12 5.038028380588783158e-20 1.816019914671885508e-10 5.454375320729909673e-16 2.990902791463365865e-22 1.656384604024910900e-12 1.585520078238819191e-19 2.469765708492682866e-13 3.754507789585664302e-20
