1.053302789368981029e-12 2.871206286591388059e-13 3.529522531610313934e-13 1.175048772957144975e-13 8.243197939819020058e-14
1.101595636261706763e-12 2.979145746774063823e-13 3.678071474559487187e-13 1.218207084571818044e-13 8.573475784368619518e-14
1.153959201263600180e-12 3.095886028139087998e-13 3.838936598159572265e-13 1.264891606859237700e-13 8.931118868883459280e-14
1.210891122333635344e-12 3.222494996344649082e-13 4.013616809844288069e-13 1.315530924462976694e-13 9.319462488379178816e-14
1.272968828130640022e-12 3.360211363819201672e-13 4.203851010849574733e-13 1.370622234648152312e-13 9.742376296870797118e-14
1.340865462157189300e-12 3.510478762837006927e-13 4.411665970878411666e-13 1.430745034094522258e-13 1.020437092608569596e-13
1.415369639885350839e-12 3.674988018277610947e-13 4.639435724641711873e-13 1.496578099643253051e-13 1.071073026565035921e-13
1.497410128304200876e-12 3.855729950488083657e-13 4.889955764963310618e-13 1.568920699186870899e-13 1.126767669828429576e-13
1.588086897406355781e-12 4.055061808891432884e-13 5.166536389458744556e-13 1.648719278313098724e-13 1.188257899414695982e-13
1.688710489993512389e-12 4.275791499798716985e-13 5.473121051267612494e-13 1.737101295276278567e-13 1.256421589483216884e-13
1.800852349004230739e-12 4.521285253863515777e-13 5.814437646805360890e-13 1.835418472224775013e-13 1.332311305574833466e-13
1.926409718463575088e-12 4.795606468241776658e-13 6.196193609850379687e-13 1.945302570075660753e-13 1.417197755564842398e-13
2.067690128073093226e-12 5.103696440170925724e-13 6.625329871113506363e-13 2.068737992244234907e-13 1.512626351393535185e-13
2.227522485848725764e-12 5.451612017541383290e-13 7.110354797270026536e-13 2.208157253431036716e-13 1.620491584208584428e-13
2.409404754117342923e-12 5.846841504130031022e-13 7.661788093228979128e-13 2.366567885423671624e-13 1.743135891092257519e-13
2.617702570496542297e-12 6.298729539656132192e-13 8.292757835748120785e-13 2.547723121093890538e-13 1.883482628047938736e-13
2.857919798378780414e-12 6.819055841440148071e-13 9.019813713525941892e-13 2.756354388919659603e-13 2.045217197744138411e-13
3.137072161347715715e-12 7.422834448244888470e-13 9.864050117480271729e-13 2.998492389505979673e-13 2.233037188950512183e-13
3.464211018797915306e-12 8.129434123628380845e-13 1.085268052548203148e-12 3.281917191113033642e-13 2.453003031058630151e-13
3.851169699658126279e-12 8.964174821280797773e-13 1.202128085144620124e-12 3.616799573080221189e-13 2.713037644560917277e-13
4.313646115533253615e-12 9.960643466409744123e-13 1.341704358092857146e-12 4.016631339486437472e-13 3.023651220377447202e-13
4.872804201649918359e-12 1.116411953074008336e-12 1.510359139483055805e-12 4.499601469430819699e-13 3.399013338493198126e-13
5.557694274714220371e-12 1.263675230238400315e-12 1.716825228507914990e-12 5.090675974667589688e-13 3.858573326208993014e-13
6.408998477995725650e-12 1.446557256667047137e-12 1.973331760213718267e-12 5.824816423717625057e-13 4.429567721232659796e-13
7.484979006620069935e-12 1.677521611384965206e-12 2.297392119178594243e-12 6.752091346066138156e-13 5.151002427644263521e-13
8.871196197512659650e-12 1.974871112171364819e-12 2.714724994170298045e-12 7.946027133514115091e-13 6.080158678788007029e-13
1.069687980331253144e-11 2.366249693296614516e-12 3.264175237846238911e-12 9.517676114273330709e-13 7.303553099218450926e-13
1.316341355827604460e-11 2.894735358701985264e-12 4.006275723043446964e-12 1.164009374494135887e-12 8.956007237251040995e-13
1.659550871191975168e-11 3.629786384154410215e-12 5.038629017278220263e-12 1.459231274234479444e-12 1.125490665222024873e-12
2.153561916356088316e-11 4.687437047470676346e-12 6.524286556737125867e-12 1.884047531227501559e-12 1.456340890139632834e-12
2.891936843495961494e-11 6.267822070723986184e-12 8.744478243962068340e-12 2.518857995318151765e-12 1.950788641874809658e-12
4.038314874617763446e-11 8.720973131446601745e-12 1.219107014896862953e-11 3.504280554577062154e-12 2.718385448250634063e-12
5.864543362114851350e-11 1.262838295270478331e-11 1.768117891909359941e-11 5.073917848256050251e-12 3.941124808565211710e-12
8.695310351792235990e-11 1.868457245978729635e-11 2.619074913590000849e-11 7.506779279299610137e-12 5.836375428024544714e-12
1.226755641554098484e-10 2.632685063866964895e-11 3.692908253335836428e-11 1.057681490480412489e-11 8.228027482963850768e-12
1.422128786852635224e-10 3.050711203948821949e-11 4.280254586457574113e-11 1.225605073877110850e-11 9.536139288734736488e-12
1.227143198567773682e-10 2.633750990711862272e-11 3.694270240678849021e-11 1.058089344325880368e-11 8.230926418618433551e-12
8.703072186386332454e-11 1.870591909151082209e-11 2.621802589992107733e-11 7.514946984139631955e-12 5.842181020738489721e-12
5.876212925378545527e-11 1.266047333557394264e-11 1.772218686948543672e-11 5.086196050303047006e-12 3.949852555649570514e-12
4.053924552794745737e-11 8.763892345434312262e-12 1.224592138649792196e-11 3.520701438453743038e-12 2.730058732645122958e-12
2.911530175586203104e-11 6.321684493086424795e-12 8.813323472636051741e-12 2.539464828308140964e-12 1.965438898545300631e-12
2.177193906503968731e-11 4.752387172127152147e-12 6.607316164592602127e-12 1.908894973138001903e-12 1.474007831370576778e-12
1.687288386943831919e-11 3.705999866297630704e-12 5.136074454258039925e-12 1.488385772433592043e-12 1.146222567837149048e-12
1.348263617684274253e-11 2.982420298868804158e-12 4.118411194731260066e-12 1.197549649504163062e-12 9.194547821490950593e-13
1.105887149360249444e-11 2.465648178641569606e-12 3.391319738463160121e-12 9.897852397835205782e-13 7.573980599614235706e-13
9.277014915140558705e-12 2.086261036595357065e-12 2.857244707394948165e-12 8.372028159142581705e-13 6.383236871767239008e-13
7.935827153915812125e-12 1.801218800577039647e-12 2.455703221163300414e-12 7.225111801819017147e-13 5.487599350913034116e-13
6.906232286756824521e-12 1.582917929132490436e-12 2.147903665785273677e-12 6.346203783890399412e-13 4.800662440510726855e-13
6.102834610371848051e-12 1.413098831146866611e-12 1.908184329139892479e-12 5.661941216454216252e-13 4.265263727059801472e-13
5.467548954708661278e-12 1.279344404429301961e-12 1.719093090422296286e-12 5.122431363967495141e-13 3.842525062860765013e-13
4.959884375773602257e-12 1.173001765045201784e-12 1.568466982273489549e-12 4.692902511172689311e-13 3.505347888809461337e-13
4.550997943332269872e-12 1.087910424524840071e-12 1.447644973542509299e-12 4.348594555529693361e-13 3.234432530151634433e-13
4.219951580011013811e-12 1.019601720887496903e-12 1.350342954800202570e-12 4.071542748713791510e-13 3.015772380685095968e-13
3.951294307359997704e-12 9.647817746214264033e-13 1.271927127654897134e-12 3.848500421717260081e-13 2.839035422383145139e-13
3.733463786370254948e-12 9.209897131721465812e-13 1.208933673883743069e-12 3.669565791766795989e-13 2.696494256900474444e-13
3.557707132494198340e-12 8.863669919521824830e-13 1.158744527919628237e-12 3.527255048916937878e-13 2.582303798532498679e-13
3.417338539900423229e-12 8.594987859151416664e-13 1.119364411289000829e-12 3.415864938372854341e-13 2.492004478105389442e-13
3.307220093989613353e-12 8.393031526052501405e-13 1.089264981501023056e-12 3.331027215725330791e-13 2.422174897269853501e-13
3.223393476959643021e-12 8.249525083513808227e-13 1.067274370498355532e-12 3.269392866904824107e-13 2.370185540082180163e-13
3.162815657404179249e-12 8.158173907568959879e-13 1.052498019534649752e-12 3.228405802891780681e-13 2.334022145395951095e-13
3.123167590990334770e-12 8.114258910239805089e-13 1.044261508892145433e-12 3.206139437702179003e-13 2.312158014001534335e-13
3.102715170904968840e-12 8.114343259778482284e-13 1.042069152150415678e-12 3.201178338707924363e-13 2.303461362986123141e-13
3.100208342368449471e-12 8.156061501436258923e-13 1.045574133656658282e-12 3.212532881783741311e-13 2.307128311625221687e-13
3.114808748766066062e-12 8.237970640340825848e-13 1.054557309439595277e-12 3.239578679386524912e-13 2.322635067890643422e-13
3.146039313338345328e-12 8.359449284376900112e-13 1.068912708364813942e-12 3.282015170218219659e-13 2.349704921849409492e-13
3.193751284599347126e-12 8.520635541907786365e-13 1.088638413813550278e-12 3.339839599060842039e-13 2.388287080011101189e-13
3.258105809592595598e-12 8.722397723319139886e-13 1.113831974285289940e-12 3.413333954051417666e-13 2.438545410287985475e-13
3.339568260853483544e-12 8.966334469846368306e-13 1.144689848916533506e-12 3.503063451481849025e-13 2.500855954550709495e-13
3.438914478092867583e-12 9.254803050688912859e-13 1.181510685993031085e-12 3.609885993908852897e-13 2.575812704340482187e-13
3.557248902482996861e-12 9.590976471530376762e-13 1.224702492591445349e-12 3.734972771714618113e-13 2.664241698707848702e-13
3.696035367408090119e-12 9.978931924863159438e-13 1.274794009068503184e-12 3.879840910108681612e-13 2.767224051354816943e-13
3.857142144626340593e-12 1.042377517528774281e-12 1.332450879068383579e-12 4.046399856908832215e-13 2.886129102865839658e-13
4.042903813210310906e-12 1.093180791875141874e-12 1.398497531927649074e-12 4.237014141159919996e-13 3.022659582138173194e-13
4.256203720935573853e-12 1.151074823790597139e-12 1.473946103733533378e-12 4.454586305918576328e-13 3.178911520678360462e-13
4.500582375661965777e-12 1.217001833524208705e-12 1.560034260781729788e-12 4.702665359169249365e-13 3.357452788488401961e-13
4.780379221062799847e-12 1.292111923767745583e-12 1.658274517786520323e-12 4.985588175437745475e-13 3.561425642561196876e-13
5.100918182415316940e-12 1.377811982414447448e-12 1.770518654499753925e-12 5.308664179763077327e-13 3.794680789732360537e-13
5.468751509426165503e-12 1.475829836596700081e-12 1.899042264951001231e-12 5.678417746746718912e-13 4.061953449652208767e-13
5.891982395239262832e-12 1.588299036300037860e-12 2.046656531095977094e-12 6.102908646045777103e-13 4.369096194185546799e-13
6.380695544522287926e-12 1.717871924627403531e-12 2.216857319114129686e-12 6.592159484627970914e-13 4.723389607637848424e-13
6.947537765732101636e-12 1.867872034657879068e-12 2.414026159335754024e-12 7.158731890010440058e-13 5.133961115599335596e-13
