3.722942206148229874e-11 2.142670403377616766e-12 1.450546992283622228e-12 9.721925185122247119e-13 9.043419523743998366e-14
3.906182082499530079e-11 2.243092067100108367e-12 1.502520109510041583e-12 1.012681846380709943e-12 9.409362410123463081e-14
4.105156128074411701e-11 2.352041802053379715e-12 1.558335547568780529e-12 1.056479023999978424e-12 9.805641455212131418e-14
4.321798822274297135e-11 2.470564331282289733e-12 1.618438986043963344e-12 1.103983765371045818e-12 1.023595371839407232e-13
4.558355393133225643e-11 2.599871994012310006e-12 1.683346248795207750e-12 1.155659615179900520e-12 1.070458854817723603e-13
4.817443872063259878e-11 2.741378204204222152e-12 1.753657216513320013e-12 1.212046670622073270e-12 1.121654575740464516e-13
5.102132088213626429e-11 2.896738963181844657e-12 1.830073081393371300e-12 1.273777364078963937e-12 1.177768224124530674e-13
5.416033848953069989e-11 3.067904715569733672e-12 1.913417893253561109e-12 1.341596176507031464e-12 1.239489512198960605e-13
5.763429956550146267e-11 3.257185594411831185e-12 2.004665660136250721e-12 1.416384438892007652e-12 1.307635217655279709e-13
6.149421647878002563e-11 3.467334145405239396e-12 2.104974699299514895e-12 1.499191775821505268e-12 1.383178398945494115e-13
6.580126744571591662e-11 3.701651076020936260e-12 2.215731538094214937e-12 1.591276298386212777e-12 1.467285741499012057e-13
7.062932608978395884e-11 3.964121628047973558e-12 2.338607515283179676e-12 1.694156433581614223e-12 1.561365718114305027e-13
7.606825434702660640e-11 4.259593101157792142e-12 2.475632447715129062e-12 1.809678390295769797e-12 1.667131281107590203e-13
8.222823252584364985e-11 4.594008287948719988e-12 2.629291482151367005e-12 1.940104870267107775e-12 1.786682298533029849e-13
8.924551535511152354e-11 4.974715781704958848e-12 2.802653822781031628e-12 2.088232988409054516e-12 1.922615136439793472e-13
9.729017383227039436e-11 5.410887335129009011e-12 2.999545846167285395e-12 2.257552868945476802e-12 2.078170043895700357e-13
1.065766408423083575e-10 5.914086365095743064e-12 3.224786884986443542e-12 2.452463671538461519e-12 2.257431911875947257e-13
1.173782749397873831e-10 6.499053068652294757e-12 3.484514821539166407e-12 2.678571921264776548e-12 2.465607523461166500e-13
1.300477765762771017e-10 7.184805032370718373e-12 3.786642485905686848e-12 2.943109713154614301e-12 2.709414213127716057e-13
