1.071642277001311185e-14 6.015373938846325956e-14 5.145480194128719992e-13 1.666257162895181083e-12
2.585306795515571860e-15 3.975372220268794554e-14 5.110480960699136930e-13 1.678281693436677638e-12
5.222201836417579892e-15 4.961624618504954112e-14 5.682940595994621191e-13 1.784666606481491793e-12
1.488839933026236530e-14 7.634346445194820781e-14 6.121532678416506142e-13 1.875645106449866498e-12
1.557173598560935010e-14 7.694118658759926358e-14 5.889618806080945384e-13 1.864990721864549399e-12
6.079772260542987331e-15 5.170980991664926363e-14 5.589437955617148764e-13 1.839754490411790742e-12
2.727651654695792118e-15 4.557004318392343152e-14 5.972319555935320065e-13 1.917652311460034581e-12
1.194568335493764752e-14 7.249153255995307612e-14 6.649625837402276396e-13 2.045446155559031090e-12
1.876708785013482640e-14 9.008139558319166575e-14 6.714422469086172372e-13 2.083438587184703478e-12
1.172892316005308946e-14 7.029785109314026714e-14 6.283446456083987540e-13 2.042693173479073618e-12
2.793939400949368369e-15 4.843143398165808371e-14 6.339728299719061833e-13 2.072501451060615114e-12
7.719300121546273676e-15 6.494487859093973468e-14 7.074599835007563120e-13 2.208949662349506847e-12
1.903943204730533620e-14 9.590305870352378038e-14 7.524006227012557500e-13 2.307860337388224005e-12
1.794784217947634681e-14 9.150126004149920979e-14 7.181734365691539502e-13 2.285698380924736992e-12
6.251935997463044935e-15 6.086893399232004120e-14 6.892261649424526955e-13 2.266303801315347551e-12
4.141990325431115662e-15 5.885490451581780371e-14 7.452544317028691811e-13 2.376347602148528834e-12
1.615230747592843370e-14 9.337795904304379479e-14 8.235682757047595050e-13 2.527063319729666628e-12
2.266406456326276192e-14 1.097476151030195982e-13 8.211071160118213129e-13 2.558068470353483103e-12
1.270988215770608494e-14 8.231735093167467460e-14 7.704757151974745633e-13 2.510922913744105524e-12
3.269905309761693773e-15 5.998626846858862359e-14 7.895803004601098509e-13 2.566274054826265301e-12
1.118537243948724131e-14 8.505930033976479543e-14 8.819651091544153373e-13 2.738403298777258641e-12
2.409531819742246953e-14 1.199750591816949087e-13 9.257793470291862298e-13 2.843439884589435550e-12
2.049775772636996426e-14 1.086552438417609890e-13 8.785579517338018382e-13 2.807946508571920787e-12
6.454441360913136247e-15 7.246269777552057472e-14 8.539357325279466431e-13 2.800458889026023959e-12
6.330896068282340086e-15 7.670739006932931067e-14 9.324219753375340260e-13 2.951409688002226731e-12
2.154905842268726674e-14 1.198666250898148243e-13 1.021105542809919665e-12 3.126573232771073391e-12
2.713256403335114830e-14 1.333040932022790433e-13 1.006423344620530227e-12 3.147120304338737397e-12
1.365588108640201049e-14 9.678713829813294717e-14 9.492020656819055382e-13 3.096214333931737789e-12
4.191981115089038461e-15 7.552016495916000667e-14 9.873495193430512936e-13 3.187098748240946816e-12
1.591691150463749302e-14 1.113583717480688081e-13 1.101323560914763723e-12 3.401040519379407213e-12
3.020689733195198890e-14 1.495532022539208155e-13 1.140998559661574221e-12 3.509574461186784650e-12
2.320881471794958493e-14 1.290064588892563086e-13 1.079001612003792070e-12 3.459511400674313827e-12
6.782009987603271690e-15 8.744733966627965940e-14 1.063352447469755186e-12 3.472484759020261275e-12
9.603771284229323938e-15 1.006652178179299734e-13 1.169791800857567621e-12 3.674784641256419487e-12
2.841082228381343805e-14 1.533729001609471528e-13 1.267949552507749092e-12 3.875395478131078183e-12
3.221931562211448871e-14 1.615766097729612585e-13 1.237272986632389265e-12 3.881665043495270099e-12
1.458439082425278796e-14 1.145323051849144745e-13 1.175523700073625475e-12 3.831713620906996541e-12
5.817015617767285407e-15 9.654247654442635247e-14 1.239745199173605471e-12 3.970855417773324148e-12
2.228914604596062790e-14 1.456428361318741605e-13 1.377907735312751938e-12 4.233205850728002466e-12
3.754629843086652330e-14 1.858842710160303920e-13 1.409487277298119916e-12 4.341701632590777682e-12
2.607260317170196692e-14 1.533871859302609649e-13 1.331368232686165479e-12 4.276916059801033319e-12
7.391405605249771445e-15 1.071771918098527194e-13 1.331141079945809752e-12 4.322141757992794833e-12
1.437216843161207402e-14 1.327667055769393982e-13 1.471852513010100706e-12 4.588148999182472341e-12
3.707003788427979716e-14 1.956901754174807130e-13 1.577683305690011537e-12 4.814502275404425317e-12
3.797462650738263818e-14 1.956427907274404500e-13 1.526819761694341043e-12 4.802571046426330148e-12
1.554892337739648648e-14 1.367408421967346581e-13 1.464187212783722193e-12 4.761204468848847177e-12
8.509154318019505377e-15 1.251201028442985108e-13 1.563268270877770536e-12 4.964676419235046875e-12
3.077760044601397788e-14 1.902439570207946950e-13 1.727953671757948816e-12 5.282432378069128755e-12
4.631204656339697810e-14 2.305575497715618644e-13 1.746405201264245282e-12 5.386417955842562875e-12
2.909378507407149482e-14 1.829658439895695856e-13 1.651628990274945106e-12 5.308563207468459442e-12
8.530205814766788445e-15 1.335680711187764571e-13 1.675587925777994412e-12 5.402029722376347884e-12
2.118266446149941409e-14 1.757233684539522742e-13 1.857746455089849716e-12 5.746294463776141670e-12
4.793104538028980399e-14 2.491151635728464762e-13 1.968280240991865716e-12 5.997804301015725496e-12
4.445742851000227642e-14 2.369412857674601946e-13 1.892775395172505796e-12 5.964066924411594172e-12
1.666207110223142362e-14 1.651278525681564629e-13 1.835108505709043255e-12 5.942958970119097776e-12
1.278041737083670295e-14 1.640882604295318052e-13 1.979932422910295610e-12 6.230946777181438830e-12
